Time,r.ankle Acceleration X (m/s^2),r.ankle Acceleration Y (m/s^2),r.ankle Acceleration Z (m/s^2),r.ankle Angular Velocity X (rad/s),r.ankle Angular Velocity Y (rad/s),r.ankle Angular Velocity Z (rad/s),r.ankle Magnetic Field X (uT),r.ankle Magnetic Field Y (uT),r.ankle Magnetic Field Z (uT),l.ankle Acceleration X (m/s^2),l.ankle Acceleration Y (m/s^2),l.ankle Acceleration Z (m/s^2),l.ankle Angular Velocity X (rad/s),l.ankle Angular Velocity Y (rad/s),l.ankle Angular Velocity Z (rad/s),l.ankle Magnetic Field X (uT),l.ankle Magnetic Field Y (uT),l.ankle Magnetic Field Z (uT),r.thigh Acceleration X (m/s^2),r.thigh Acceleration Y (m/s^2),r.thigh Acceleration Z (m/s^2),r.thigh Angular Velocity X (rad/s),r.thigh Angular Velocity Y (rad/s),r.thigh Angular Velocity Z (rad/s),r.thigh Magnetic Field X (uT),r.thigh Magnetic Field Y (uT),r.thigh Magnetic Field Z (uT),l.thigh Acceleration X (m/s^2),l.thigh Acceleration Y (m/s^2),l.thigh Acceleration Z (m/s^2),l.thigh Angular Velocity X (rad/s),l.thigh Angular Velocity Y (rad/s),l.thigh Angular Velocity Z (rad/s),l.thigh Magnetic Field X (uT),l.thigh Magnetic Field Y (uT),l.thigh Magnetic Field Z (uT),head Acceleration X (m/s^2),head Acceleration Y (m/s^2),head Acceleration Z (m/s^2),head Angular Velocity X (rad/s),head Angular Velocity Y (rad/s),head Angular Velocity Z (rad/s),head Magnetic Field X (uT),head Magnetic Field Y (uT),head Magnetic Field Z (uT),sternum Acceleration X (m/s^2),sternum Acceleration Y (m/s^2),sternum Acceleration Z (m/s^2),sternum Angular Velocity X (rad/s),sternum Angular Velocity Y (rad/s),sternum Angular Velocity Z (rad/s),sternum Magnetic Field X (uT),sternum Magnetic Field Y (uT),sternum Magnetic Field Z (uT),waist Acceleration X (m/s^2),waist Acceleration Y (m/s^2),waist Acceleration Z (m/s^2),waist Angular Velocity X (rad/s),waist Angular Velocity Y (rad/s),waist Angular Velocity Z (rad/s),waist Magnetic Field X (uT),waist Magnetic Field Y (uT),waist Magnetic Field Z (uT)
1305397841117180,-3.207855,7.632732,5.039201,0.284051,0.136485,-0.350707,18.271718,-45.717454,-47.954772,0.474474,-4.465717,-8.817476,0.032541,0.040811,0.002069,-21.69958,0.429026,65.949111,4.228166,8.117645,3.531981,-0.017402,0.071873,-0.473094,-27.607266,-83.709249,-0.941967,1.85065,-0.698332,-9.743584,0.161507,0.131869,-0.025763,-7.325125,-50.887348,-100.985842,-3.107479,-5.119067,7.546491,0.274269,0.171871,-0.0164,2.390996,14.739479,-6.354152,-2.929024,-2.903505,8.812162,0.056507,0.152326,0.005186,4.033325,24.150749,7.41946,3.97,-5.439997,6.934224,0.120438,1.262079,0.067389,-10.286437,33.067215,5.956353
1305397841125000,-3.051091,7.58208,5.168257,0.302583,0.12345,-0.36135,18.277349,-45.233858,-48.48661,0.452859,-4.509403,-8.928653,0.091475,0.04229,-0.005915,-21.210311,0.423163,65.95095,4.240797,8.150741,3.734159,-0.045108,0.068798,-0.436538,-28.318623,-80.662971,-2.546607,1.82421,-0.705797,-9.797775,0.174234,0.15273,-0.049708,-7.414458,-54.01432,-101.441658,-3.128874,-5.008357,7.548769,0.279466,0.166435,0.019981,1.7632,15.587259,-6.360433,-2.971492,-2.897038,8.793436,0.065734,0.144241,-0.012658,6.637639,21.845728,9.601059,3.931907,-5.475169,6.934459,0.113918,1.253833,0.061351,-10.246271,29.558813,-1.564937
1305397841132810,-2.923456,7.668595,5.270772,0.342319,0.116462,-0.362394,18.753415,-45.231069,-47.967674,0.432798,-4.506869,-8.949091,0.176007,0.043534,0.003664,-21.203869,0.905942,65.925122,4.240213,8.106622,3.863364,-0.094765,0.06706,-0.460487,-26.744982,-81.658642,-2.581967,1.831341,-0.710319,-9.826069,0.204167,0.159688,-0.050175,-8.166029,-51.942699,-101.730919,-3.159624,-4.900155,7.618678,0.280697,0.167123,-0.028509,2.389839,15.586403,-6.336591,-2.987758,-2.878357,8.748937,0.06115,0.147932,0.005167,-0.78038,23.887414,2.413534,3.906088,-5.477859,6.948614,0.102213,1.237473,0.061228,-15.454156,20.778467,0.265701
1305397841140620,-2.914619,7.83183,5.360145,0.36182,0.124167,-0.351263,18.761053,-45.726605,-48.45603,0.431595,-4.425196,-8.912886,0.25095,0.049514,0.003708,-21.693139,0.911805,65.923283,4.186593,7.984524,3.884275,-0.116006,0.038551,-0.460247,-25.945812,-81.639554,-2.588501,1.824336,-0.701165,-9.842559,0.216895,0.180548,-0.07412,-7.326345,-49.849869,-101.96922,-3.22027,-4.764713,7.688561,0.280765,0.176828,-0.010454,1.764356,14.740335,-6.377993,-2.952662,-2.906119,8.629512,0.048496,0.152756,-0.012794,-3.187233,23.755746,-0.089428,3.868313,-5.494585,6.99338,0.102087,1.24079,0.067222,-15.073567,32.529225,1.185795
1305397841148430,-2.821649,7.971724,5.407035,0.382997,0.108884,-0.341498,19.24275,-45.24022,-48.468932,0.391859,-4.294442,-8.826815,0.30674,0.041587,0.013201,-21.203869,0.905942,65.925122,4.115882,7.827107,3.85576,-0.108471,0.023379,-0.423854,-25.988349,-83.725334,-3.472111,1.85045,-0.712285,-9.802516,0.250247,0.204104,-0.056638,-6.529498,-50.876743,-100.960362,-3.27016,-4.679979,7.714155,0.257841,0.180266,-0.034554,1.764356,14.740335,-6.377993,-2.907954,-2.921974,8.596723,0.031199,0.161973,-0.030736,3.851565,23.515,2.586816,3.882762,-5.466631,7.007494,0.102255,1.227852,0.055196,-10.196228,32.68674,1.095509
1305397841156250,-3.100558,8.000167,5.494332,0.407693,0.099986,-0.338005,19.243754,-45.729787,-48.447191,0.579344,-4.184892,-8.618091,0.319517,0.044621,0.014826,-21.686697,1.394584,65.897456,4.081152,7.723875,3.782719,-0.082636,0.003939,-0.460309,-26.76282,-82.710575,-3.443285,1.862675,-0.698126,-9.78838,0.264695,0.228343,-0.074624,-7.325125,-50.887348,-100.985842,-3.339469,-4.634927,7.714099,0.251469,0.171822,-0.02834,1.7632,15.587259,-6.360433,-2.901463,-2.959759,8.755982,0.027692,0.149475,-0.025197,-8.048042,32.709724,10.366667,3.932769,-5.408097,7.042758,0.10369,1.212179,0.055108,-12.634898,32.607983,1.140652
1305397841164060,-3.218496,8.632907,5.562161,0.425272,0.096509,-0.318978,19.726455,-45.732968,-48.438351,0.314975,-4.053405,-8.264183,0.295665,0.044583,0.024414,-21.677357,1.870013,65.387294,4.045516,7.699837,3.707424,-0.071124,-0.016531,-0.514864,-25.952672,-81.621467,-1.749475,1.834105,-0.687031,-9.764779,0.278485,0.237314,-0.039005,-8.097505,-50.894317,-100.159834,-3.380377,-4.570865,7.744371,0.254778,0.163555,-0.028262,1.762043,16.434183,-6.342872,-2.815121,-3.038773,8.718533,0.019715,0.147449,-0.019476,-0.796081,26.959851,7.567541,4.001339,-5.363162,7.054457,0.097163,1.202215,0.049059,-10.386523,26.811361,0.635462
1305397841171870,-2.70997,9.448547,5.707539,0.456809,0.08167,-0.271508,19.243754,-45.729787,-48.447191,0.362587,-3.364843,-8.458122,0.212273,-0.014989,-0.004918,-21.197428,1.388721,65.899294,4.055353,7.725655,3.716873,-0.04882,-0.02527,-0.502836,-26.776539,-82.674401,-1.765234,1.84326,-0.707744,-9.71058,0.291417,0.248551,-0.057051,-7.347153,-51.92846,-100.853951,-3.354715,-4.575056,7.795697,0.258484,0.141508,0.008338,2.418071,14.754242,-5.642679,-2.772746,-3.052305,8.695111,0.010763,0.172601,-0.048707,-0.097116,16.895224,3.865766,4.050792,-5.343936,7.066172,0.095354,1.189522,0.048981,-7.527098,35.132475,-6.010877
1305397841179680,-2.503509,10.038922,5.670166,0.465396,0.069078,-0.230589,19.726455,-45.732968,-48.438351,0.415944,-3.665662,-8.666534,0.086178,-0.012802,-0.040011,-21.680255,1.877364,65.871628,4.064336,7.833005,3.728771,-0.031266,-0.041708,-0.508939,-26.758701,-81.622468,-0.903916,1.880324,-0.755659,-9.656476,0.289887,0.252526,-0.045067,-8.144,-50.901586,-101.862809,-3.264515,-4.629004,7.823756,0.263362,0.139895,0.008321,2.389839,15.586403,-6.336591,-2.759008,-3.080514,8.816894,-0.002338,0.164454,-0.084842,-2.717132,22.272682,6.838173,4.121468,-5.317469,7.047262,0.080677,1.183856,0.042938,-12.449541,35.165197,-3.490168
1305397841187500,-2.405508,10.154394,5.605574,0.45524,0.053119,-0.175781,20.209491,-45.737218,-48.430339,0.516012,-4.267448,-8.913098,0.028793,-0.014205,-0.040013,-21.670915,2.352793,65.361467,4.089507,7.92902,3.757134,-0.017021,-0.061374,-0.508946,-27.519453,-80.643883,-2.553141,1.889502,-0.77638,-9.628205,0.276993,0.238045,-0.027043,-8.917599,-49.871078,-102.02018,-3.166876,-4.659683,7.875133,0.271164,0.142137,-0.028122,2.363921,14.724716,-7.065625,-2.727209,-3.16027,8.873233,0.002237,0.156522,-0.031485,-2.930294,27.781808,12.313544,4.205979,-5.306982,7.011853,0.068312,1.177614,0.012995,-7.572203,35.322712,-3.580454
1305397841195310,-2.76126,10.344765,5.510363,0.429011,0.05431,-0.132248,20.210495,-46.226793,-48.408598,0.40858,-4.373947,-8.994687,0.033791,-0.000595,-0.015918,-21.670915,2.352793,65.361467,4.102764,8.008564,3.83011,-0.018687,-0.075671,-0.521006,-26.720284,-80.624795,-2.559675,1.901354,-0.783128,-9.623504,0.251754,0.225865,-0.050555,-8.893132,-50.904922,-100.185314,-3.102701,-4.732626,7.942833,0.263109,0.135421,-0.027975,2.964642,13.862173,-7.770817,-2.674108,-3.249195,8.777254,0.010461,0.161701,-0.001471,1.914814,21.900268,7.011455,4.313913,-5.298466,6.950522,0.063373,1.180671,0.072756,-12.730045,29.670293,0.910629
1305397841203120,-3.084532,10.31641,5.530758,0.404846,0.058266,-0.10124,20.209491,-45.737218,-48.430339,0.56533,-4.290609,-8.670155,0.075329,0.020912,-0.020502,-21.673813,2.360143,65.845801,4.14388,8.072369,3.954817,-0.01446,-0.089321,-0.472473,-25.927974,-80.587621,-1.727183,1.89493,-0.741452,-9.625842,0.230084,0.217307,-0.056206,-10.485606,-49.888652,-101.219652,-3.089333,-4.769419,7.945187,0.266537,0.130222,-0.00976,3.619513,13.029156,-7.053063,-2.610891,-3.29311,8.723399,0.022141,0.184057,-0.018463,-0.78038,23.887414,2.413534,4.387702,-5.378278,6.929226,0.057915,1.16167,0.024829,-10.296314,26.430886,-4.225382
1305397841210930,-2.72558,10.684112,5.613308,0.405061,0.043908,-0.057274,20.693204,-46.229974,-48.399758,0.49514,-4.205846,-8.53635,0.040238,0.003931,-0.007887,-21.677357,1.870013,65.387294,4.218355,8.045861,4.034816,-0.000307,-0.102787,-0.454315,-25.160362,-81.584292,-0.916984,1.856952,-0.723579,-9.656444,0.217498,0.208127,-0.014288,-8.144,-50.901586,-101.862809,-3.117671,-4.783786,7.879873,0.263471,0.120065,0.002509,3.591281,13.861317,-7.746975,-2.515873,-3.265692,8.678865,0.042949,0.189325,-0.01789,6.455879,21.209979,4.768416,4.394036,-5.426729,6.90802,0.04065,1.187183,0.066765,-15.168714,29.591536,0.955772
1305397841218750,-1.893047,10.411477,5.467105,0.400968,0.042352,0.017863,20.210495,-46.226793,-48.408598,0.533013,-4.214593,-8.988085,0.05133,-0.025543,0.010982,-21.673813,2.360143,65.845801,4.257428,8.016181,3.952588,0.015472,-0.119432,-0.442218,-26.776539,-82.674401,-1.765234,1.88762,-0.75089,-9.680052,0.212572,0.20156,-0.014247,-8.939628,-50.91219,-101.888289,-3.158148,-4.826174,7.896192,0.270162,0.124685,0.032694,2.910492,13.832648,-9.193762,-2.477049,-3.198984,8.697552,0.055878,0.201569,-0.047003,-0.59862,24.523163,7.246178,4.445193,-5.453715,6.882057,0.037196,1.199949,0.078782,-12.589793,32.417745,-1.28977
1305397841226560,-2.585333,10.260108,5.146676,0.41093,0.049931,0.068036,20.210495,-46.226793,-48.408598,0.384102,-4.376239,-8.733623,0.075286,-0.013085,0.003197,-21.677206,1.870356,65.385571,4.273961,8.013552,3.898767,0.041881,-0.128822,-0.351395,-24.372171,-82.635225,-2.623862,1.887731,-0.746253,-9.708336,0.205759,0.197995,-0.026086,-8.119533,-51.93543,-100.027944,-3.17275,-4.858839,7.903193,0.28814,0.113156,0.038757,2.365078,13.877792,-7.083185,-2.488236,-3.154317,8.78886,0.063482,0.1877,-0.035327,-0.59862,24.523163,7.246178,4.477484,-5.490229,6.846699,0.035911,1.188335,0.060785,-10.291376,29.749051,0.865485
1305397841234370,-2.886504,10.592995,4.986936,0.425724,0.034841,0.121576,20.210495,-46.226793,-48.408598,0.402226,-4.246452,-8.570357,0.073728,-0.008477,0.004841,-21.680103,1.877707,65.869892,4.31377,8.016607,3.901187,0.065997,-0.143636,-0.36967,-25.991089,-82.61914,-0.093717,1.894315,-0.780971,-9.741353,0.224223,0.203365,-0.014435,-8.144,-50.901586,-101.862809,-3.205627,-4.868695,7.933498,0.307465,0.111935,0.020445,3.045867,13.906461,-5.636398,-2.527805,-3.110064,8.866126,0.05831,0.167898,-0.000309,-1.388465,34.269916,8.531632,4.469786,-5.538893,6.806678,0.038441,1.195637,0.090711,-10.151124,32.496503,-1.334913
1305397841242180,-2.716146,10.405056,4.872805,0.452221,0.039674,0.171964,20.217129,-46.232763,-48.918704,0.503451,-4.473158,-8.597258,0.075313,-0.011576,0.006407,-21.673662,2.360475,65.844065,4.332624,8.030847,3.835431,0.093254,-0.155465,-0.375849,-24.336494,-80.531358,-0.901226,1.904037,-0.773831,-9.750788,0.239231,0.195381,-0.020711,-8.167248,-50.90522,-102.714297,-3.216786,-4.841145,7.996453,0.307531,0.103638,0.020548,2.363921,14.724716,-7.065625,-2.557798,-3.058564,8.910599,0.05963,0.163048,-0.030114,-3.096353,24.073621,2.326893,4.453094,-5.562264,6.766674,0.044415,1.198055,0.054886,-12.494646,35.355435,-1.059746
1305397841250000,-2.975067,10.170335,4.687764,0.505066,0.034022,0.225877,20.204865,-46.710398,-47.87675,0.496336,-4.59245,-8.492663,0.065986,0.028483,0.006812,-21.670764,2.353124,65.359744,4.287216,8.116088,3.722651,0.13186,-0.164253,-0.388171,-25.97737,-82.655314,-1.771768,1.927808,-0.782676,-9.722528,0.257566,0.203887,-0.015003,-6.553965,-49.842899,-102.795227,-3.150435,-4.791375,8.040784,0.288355,0.098052,0.051062,1.765513,13.893411,-6.395554,-2.586042,-3.049531,8.905919,0.06379,0.137966,-0.006922,3.820163,29.659874,12.89483,4.464307,-5.596772,6.754882,0.03749,1.196466,0.066811,-14.893149,31.768275,-8.535893
1305397841257810,-2.845472,9.835077,4.491005,0.551642,0.021093,0.26881,20.205869,-47.199972,-47.855009,0.024671,-4.136967,-8.645488,0.017929,-0.000534,-0.006248,-21.673662,2.360475,65.844065,4.257159,8.262339,3.736882,0.197204,-0.172961,-0.33396,-24.38589,-82.599051,-0.94581,1.951187,-0.812422,-9.684845,0.246207,0.200786,0.00307,-7.348373,-50.890982,-101.837329,-3.002692,-4.763285,8.050186,0.299804,0.097992,0.063092,2.389839,15.586403,-6.336591,-2.567606,-3.082322,8.894223,0.069851,0.12755,-0.00707,-0.582919,21.450726,2.092171,4.449793,-5.627032,6.766661,0.048326,1.219959,0.043072,-17.181689,41.073299,-0.509413
1305397841265620,-3.079531,9.147571,4.167135,0.608766,0.020757,0.292975,20.688577,-47.203154,-47.84617,0.602087,-4.675501,-8.646895,-0.009255,-0.001867,-0.020632,-21.181507,2.347261,65.361582,4.264549,8.413886,3.715929,0.23409,-0.181874,-0.334145,-24.403729,-83.650984,-1.807128,1.924876,-0.810584,-9.694248,0.254128,0.18891,-0.032941,-7.303097,-49.846235,-101.117732,-2.899374,-4.738327,8.124867,0.296255,0.100126,0.026739,2.363921,14.724716,-7.065625,-2.501131,-3.06481,8.910587,0.049349,0.134904,-0.019187,3.563224,25.633813,0.491858,4.414252,-5.655297,6.759635,0.049905,1.228089,0.049098,-10.341419,26.621124,-1.79496
1305397841273430,-3.928862,9.208123,3.889514,0.686253,0.026914,0.301667,20.212503,-47.205943,-48.365115,0.728921,-4.977857,-8.542016,0.032619,0.071947,-0.019899,-21.190846,1.871844,65.871731,4.305056,8.580097,3.763205,0.240205,-0.190403,-0.309896,-25.202898,-83.670072,-1.800594,1.891344,-0.808867,-9.670645,0.245575,0.183588,-0.050728,-8.962876,-50.915825,-102.739777,-2.818947,-4.685997,8.183199,0.29486,0.107903,0.063006,3.670193,15.599453,-5.577436,-2.477767,-3.083381,8.948059,0.05072,0.125374,-0.007526,-0.50774,24.841038,9.662499,4.421343,-5.652887,6.736087,0.050731,1.230578,0.078992,-9.865682,41.309571,-0.644842
1305397841281250,-3.675209,9.043363,3.873408,0.745238,0.029628,0.319566,19.717529,-47.680396,-47.332002,-0.062371,-3.965809,-8.527701,0.030853,0.048916,-0.026519,-21.187948,1.864494,65.387409,4.285017,8.766096,3.744599,0.241702,-0.181101,-0.285689,-25.1782,-82.636226,-1.778302,1.860412,-0.797825,-9.682399,0.23757,0.178917,-0.032723,-7.415677,-52.976841,-102.425036,-2.772689,-4.712943,8.176239,0.294804,0.121095,0.068901,2.390996,14.739479,-6.354152,-2.465492,-3.052504,8.973799,0.051773,0.107432,-0.013917,-1.084423,29.078665,5.472583,4.448252,-5.733386,6.738387,0.056191,1.236806,0.12087,-10.151124,32.496503,-1.334913
1305397841289060,-2.861793,7.895405,3.888839,0.816139,0.019093,0.326746,19.717529,-47.680396,-47.332002,0.237859,-3.965325,-8.884063,-0.00604,0.010523,-0.028495,-21.673662,2.360475,65.844065,4.257707,8.94948,3.601417,0.270216,-0.185564,-0.243401,-26.76968,-82.692488,-2.604259,1.852528,-0.835115,-9.665903,0.241218,0.167833,-0.020926,-8.167248,-50.90522,-102.714297,-2.775537,-4.740757,8.150593,0.297988,0.140872,0.080747,3.017635,14.738623,-6.33031,-2.408127,-3.011501,8.98547,0.040078,0.087299,-0.014691,-1.084423,29.078665,5.472583,4.491814,-5.799781,6.700653,0.051723,1.245673,0.10896,-7.852707,29.827808,0.820342
1305397841296870,-3.96502,7.183501,3.907011,0.931099,0.001891,0.301607,20.201242,-48.173152,-47.301421,0.591285,-4.849511,-8.846418,0.018093,0.041184,-0.020205,-21.187948,1.864494,65.387409,4.316228,9.090222,3.512382,0.266405,-0.189524,-0.182732,-25.213877,-84.740092,-3.500938,1.889018,-0.80426,-9.654142,0.229624,0.161162,-0.020772,-7.370401,-51.932094,-101.705439,-2.825193,-4.771713,8.106263,0.307541,0.151091,0.068427,1.765513,13.893411,-6.395554,-2.338798,-2.963173,8.882387,0.050331,0.111701,-0.007894,-2.823713,25.027245,9.575858,4.608493,-5.828101,6.702858,0.069067,1.264782,0.08521,-12.634898,32.607983,1.140652
1305397841304680,-4.350352,7.835619,4.00415,0.976976,0.00491,0.264536,20.200238,-47.683577,-47.323162,0.241667,-4.219723,-8.613553,0.067708,0.068705,-0.011952,-21.187948,1.864494,65.387409,4.31993,9.16715,3.493681,0.227725,-0.182429,-0.16434,-24.396869,-83.669071,-2.646154,1.872223,-0.806897,-9.680056,0.219583,0.164249,-0.020579,-8.894352,-49.867443,-101.168692,-2.927117,-4.706156,8.033657,0.304633,0.159388,0.062286,1.765513,13.893411,-6.395554,-2.300878,-2.960177,8.751236,0.072549,0.106971,0.01621,-2.914593,24.70937,7.159537,4.703137,-5.921467,6.700364,0.072394,1.268106,0.085237,-10.33648,29.939288,3.295907
1305397841312500,-3.577295,7.427458,4.156568,0.987875,0.013722,0.234839,19.235825,-48.16679,-47.3191,0.237241,-3.621082,-8.702946,0.040379,0.042734,-0.026583,-21.187948,1.864494,65.387409,4.315476,9.183326,3.45139,0.187342,-0.18335,-0.145906,-25.245435,-85.755852,-2.684205,1.876933,-0.811455,-9.682418,0.227736,0.164163,-0.032652,-6.553965,-49.842899,-102.795227,-3.073978,-4.683294,7.972926,0.309637,0.17229,0.092381,2.446302,13.92208,-4.948767,-2.229967,-2.963818,8.692674,0.087324,0.126397,-0.000794,-0.78038,23.887414,2.413534,4.739685,-6.022977,6.688581,0.071758,1.277599,0.115165,-14.933315,35.276677,-1.014603
1305397841320310,-3.96112,7.042726,4.272433,1.044477,0.007718,0.172906,19.235825,-48.16679,-47.3191,0.42069,-4.290976,-8.511268,0.005389,0.053581,-0.02487,-21.190846,1.871844,65.871731,4.308575,9.194781,3.394988,0.170909,-0.194577,-0.121511,-24.396869,-83.669071,-2.646154,1.877145,-0.799842,-9.682415,0.227482,0.162215,-0.050558,-8.032639,-46.733501,-101.538884,-3.230132,-4.658295,7.944842,0.303252,0.165506,0.098574,3.018792,13.891699,-6.347871,-2.203224,-2.916135,8.615363,0.085729,0.124354,0.011002,-3.202934,26.828184,5.064578,4.717626,-6.088019,6.702714,0.081507,1.29578,0.127245,-15.0334,29.020823,-6.335494
1305397841328120,-4.050284,8.01287,4.568054,1.052744,-0.012468,0.121481,19.720541,-49.149121,-47.266778,0.43496,-4.202881,-8.493231,-0.01543,0.036692,-0.025035,-21.187948,1.864494,65.387409,4.286603,9.15233,3.300891,0.167622,-0.17719,-0.091245,-25.220737,-84.722006,-2.661912,1.848117,-0.814298,-9.665893,0.217076,0.164868,-0.074227,-7.326345,-49.849869,-101.96922,-3.327575,-4.618375,7.947104,0.314933,0.142129,0.116952,2.363921,14.724716,-7.065625,-2.210154,-2.904443,8.645802,0.058637,0.11793,0.034031,-5.321446,24.577703,4.656574,4.592406,-6.159205,6.733448,0.102397,1.313318,0.151297,-7.757559,32.765498,1.050366
1305397841335930,-3.690052,8.440246,4.750999,0.987084,0.00203,0.054819,19.224564,-49.133999,-46.255405,0.416517,-4.310652,-8.606585,-0.037742,0.041412,-0.029775,-21.680103,1.877707,65.869892,4.245139,9.186528,3.303214,0.165531,-0.176274,-0.036669,-22.791671,-83.648982,-3.498248,1.852722,-0.825832,-9.691829,0.224713,0.161192,-0.014721,-7.303097,-49.846235,-101.117732,-3.330752,-4.532778,7.895759,0.316362,0.135927,0.086724,3.645431,13.890842,-6.324029,-2.207138,-2.859547,8.701979,0.041308,0.121418,0.045644,-3.202934,26.828184,5.064578,4.432711,-6.184671,6.780714,0.108182,1.327098,0.12749,-5.278724,29.335853,-6.516067
1305397841343750,-3.441217,8.447682,4.775248,0.936339,-0.001109,-0.013095,19.224564,-49.133999,-46.255405,0.4508,-4.372943,-8.640542,-0.053698,0.035259,-0.026639,-21.190846,1.871844,65.871731,4.256759,9.179786,3.333778,0.171006,-0.167519,-0.097367,-22.787551,-82.560875,-0.958878,1.891453,-0.804229,-9.696572,0.22255,0.172086,-0.038477,-7.326345,-49.849869,-101.96922,-3.296219,-4.430318,7.870084,0.319668,0.134215,0.092779,2.393309,13.045631,-6.389273,-2.291727,-2.820697,8.800335,0.028521,0.119695,0.03939,-0.705201,27.277726,9.983863,4.19925,-6.12801,6.858692,0.131292,1.332866,0.067826,-12.634898,32.607983,1.140652
1305397841351560,-3.392085,8.960949,4.751331,0.891395,-0.006175,-0.055867,19.225568,-49.623574,-46.233664,0.423716,-4.195924,-8.609018,-0.055437,0.019959,-0.036376,-21.670764,2.353124,65.359744,4.256059,9.021227,3.237224,0.208814,-0.164803,-0.006658,-24.446265,-85.736764,-2.690739,1.852862,-0.818868,-9.70597,0.217932,0.17082,-0.014542,-8.14522,-49.864108,-102.846187,-3.27149,-4.355836,7.923712,0.312947,0.139467,0.06853,2.392152,13.892555,-6.371712,-2.405475,-2.834251,8.903411,0.027146,0.127237,0.03956,2.203155,19.781454,9.106414,3.955122,-5.999852,6.948472,0.136817,1.318276,0.09763,-12.730045,29.670293,0.910629
1305397841359370,-2.969649,9.64952,4.606832,0.815603,-0.020554,-0.066041,19.701642,-49.620785,-45.714719,0.562057,-4.677,-8.728623,-0.052177,0.021381,-0.025181,-21.187948,1.864494,65.387409,4.134077,8.746363,3.187327,0.276661,-0.153241,-0.025299,-24.414708,-84.721005,-3.507472,1.848236,-0.809664,-9.703605,0.223871,0.170055,-0.062377,-7.301877,-50.883713,-100.134354,-3.301336,-4.32863,8.014643,0.294852,0.141376,0.038352,2.416914,15.601166,-5.625119,-2.524439,-2.880942,8.985431,0.032102,0.129268,0.069422,1.717352,24.336956,7.332819,3.769901,-5.847708,7.038187,0.128877,1.312788,0.085629,-14.88821,35.08644,-3.445025
1305397841367180,-2.704955,9.830683,4.381603,0.734624,-0.011767,-0.068627,19.218934,-49.617604,-45.723558,0.386902,-4.265749,-8.815505,-0.000962,0.011546,0.022628,-21.677206,1.870356,65.385571,4.068796,8.49363,3.245661,0.318054,-0.170646,-0.001225,-24.396869,-83.669071,-2.646154,1.848556,-0.795757,-9.689503,0.225244,0.179472,-0.07427,-8.917599,-49.871078,-102.02018,-3.314809,-4.298794,8.044944,0.275552,0.139278,0.056705,3.045867,13.906461,-5.636398,-2.619307,-2.898892,8.997176,0.015278,0.145023,0.117014,-0.705201,27.277726,9.983863,3.639932,-5.7641,7.080738,0.118647,1.296679,0.091486,-5.223743,35.781945,1.235246
1305397841375000,-2.591229,9.961211,4.218912,0.679601,-0.006472,-0.056793,19.220097,-50.107751,-45.702207,0.486304,-3.918293,-8.827338,-0.001078,0.019529,-0.006043,-21.680103,1.877707,65.869892,4.020713,8.283192,3.341679,0.336169,-0.162515,-0.037744,-26.044604,-85.77494,-2.677671,1.838805,-0.805224,-9.694211,0.224196,0.181829,-0.032474,-8.14522,-49.864108,-102.846187,-3.319843,-4.31738,7.993638,0.266881,0.143444,-0.009928,3.643118,15.58469,-6.288909,-2.699093,-2.831266,9.112005,0.019134,0.13881,0.093167,-2.839414,28.099682,14.729865,3.551222,-5.744611,7.080851,0.119319,1.270472,0.055483,-12.494646,35.355435,-1.059746
1305397841382810,-2.329309,10.175538,4.018252,0.63434,-0.003783,-0.038552,19.221101,-50.59733,-45.680465,0.486386,-4.375321,-8.890246,0.003693,0.007089,0.005012,-21.673662,2.360475,65.844065,3.944583,8.214205,3.308563,0.319941,-0.170277,-0.031553,-25.227596,-84.703919,-1.822887,1.843772,-0.795847,-9.698927,0.224435,0.17718,-0.020577,-8.053448,-48.812092,-100.423615,-3.349198,-4.391979,8.030967,0.258663,0.145194,-0.022004,3.672506,13.905605,-5.612556,-2.633439,-2.872714,8.929352,-0.018127,0.17338,0.069533,1.717352,24.336956,7.332819,3.541854,-5.749388,7.022012,0.10751,1.246231,0.055314,-12.730045,29.670293,0.910629
1305397841390620,-2.219917,10.295019,3.817643,0.57036,0.025353,-0.003513,19.213463,-50.101781,-45.192096,0.462675,-4.275675,-8.83591,0.030769,0.000833,0.008138,-21.680103,1.877707,65.869892,3.868083,8.263897,3.165135,0.287447,-0.184271,-0.013114,-26.013047,-84.75918,-3.494404,1.850928,-0.798041,-9.708363,0.225753,0.183368,-0.038457,-6.485441,-48.794518,-101.224143,-3.393113,-4.496928,8.072963,0.260372,0.140147,-0.015895,3.021105,12.19785,-6.382992,-2.674168,-2.752725,8.709173,-0.040747,0.210655,0.105688,8.376929,25.897148,5.497784,3.582831,-5.829682,7.014879,0.116715,1.248983,0.079253,-10.106019,32.306265,-3.765335
